pipewire-jack 1:1.6.6-1
pipewire-pulse 1:1.6.6-1
pipewire-session-manager 1:1.6.6-1
pixman 0.46.4-1
pkgconf 2.5.1-1
plasma-activities 6.6.5-1
plasma-activities-stats 6.6.5-1
plasma-integration 6.6.5-2
plasma-workspace 6.6.5-2
plasma5support 6.6.5-1
playerctl 2.4.1-5
podman 5.8.2-1
polkit 127-3
polkit-qt6 0.201.1-1
poppler 26.05.0-1
poppler-data 0.4.12-2
poppler-qt6 26.05.0-1
popt 1.19-2
portaudio 1:19.7.0-4
potrace 1.16-5
pps-tools 1.0.3-2
prison 6.26.0-1
procps-ng 4.0.6-1
protobuf 35.0-1
protobuf-c 1.5.2-10
psmisc 23.7-2
pugixml 1.15-3
python 3.14.5-1
python-attrs 26.1.0-1
python-cairo 1.29.0-2
python-cffi 2.0.0-2
python-cryptography 48.0.0-1
python-filelock 3.29.0-1
python-gobject 3.56.3-1
python-jinja 1:3.1.6-3
python-legacy-cgi 2.6.4-2
python-libevdev 0.13.1-1
python-markupsafe 3.0.3-1
python-packaging 26.2-1
python-pip 26.1.2-1
python-pycparser 3.00-1
python-pyqt6 6.11.0-2
python-pyqt6-sip 13.11.1-1
python-pyqt6-webengine 6.11.0-1
python-pyudev 0.24.4-1
python-tqdm 4.68.1-1
python-uv 0.11.21-1
python-wheel 0.47.0-1
python-yaml 6.0.3-2
qca-qt6 2.3.10-7
qemu-common 11.0.1-1
qemu-emulators-full 11.0.1-1
qemu-system-aarch64 11.0.1-1
qemu-system-alpha 11.0.1-1
qemu-system-alpha-firmware 11.0.1-1
qemu-system-arm 11.0.1-1
qemu-system-arm-firmware 11.0.1-1
qemu-system-avr 11.0.1-1
qemu-system-hppa 11.0.1-1
qemu-system-hppa-firmware 11.0.1-1
qemu-system-loongarch64 11.0.1-1
qemu-system-m68k 11.0.1-1
qemu-system-microblaze 11.0.1-1
qemu-system-microblaze-firmware 11.0.1-1
qemu-system-mips 11.0.1-1
qemu-system-or1k 11.0.1-1
qemu-system-ppc 11.0.1-1
qemu-system-ppc-firmware 11.0.1-1
qemu-system-riscv 11.0.1-1
qemu-system-riscv-firmware 11.0.1-1
qemu-system-rx 11.0.1-1
qemu-system-s390x 11.0.1-1
qemu-system-s390x-firmware 11.0.1-1
qemu-system-sh4 11.0.1-1
qemu-system-sparc 11.0.1-1
qemu-system-sparc-firmware 11.0.1-1
qemu-system-tricore 11.0.1-1
qemu-system-x86 11.0.1-1
qemu-system-x86-firmware 11.0.1-1
qemu-system-xtensa 11.0.1-1
qemu-user 11.0.1-1
qoi r350.4461cc3-1
qpdf 12.3.2-2
qqc2-breeze-style 6.6.5-1
qqc2-desktop-style 6.26.0-1
qrcodegencpp-cmake 1.8.0-4
qrencode 4.1.1-4
qt6-5compat 6.11.1-1
qt6-base 6.11.1-1
qt6-declarative 6.11.1-3
qt6-location 6.11.1-1
qt6-multimedia 6.11.1-1
qt6-multimedia-ffmpeg 6.11.1-1
qt6-positioning 6.11.1-1
qt6-sensors 6.11.1-1
qt6-shadertools 6.11.1-1
qt6-speech 6.11.1-1
qt6-svg 6.11.1-1
qt6-tools 6.11.1-1
qt6-translations 6.11.1-1
qt6-virtualkeyboard 6.11.1-1
qt6-webchannel 6.11.1-1
qt6-webengine 6.11.1-3
qutebrowser 3.7.0-1
rav1e 0.8.1-2
rdma-core 63.0-1
re2 2:2025.11.05-4
readline 8.3.003-1
reflector 2023-5
rhash 1.4.6-1
ripgrep 15.1.0-3
ripgrep-all 0.10.10-1
riscv64-linux-gnu-binutils 2.44-2
riscv64-linux-gnu-gcc 15.1.0-2
riscv64-linux-gnu-gdb 17.1-2
riscv64-linux-gnu-glibc 2.41-2
riscv64-linux-gnu-linux-api-headers 6.10-2
rnnoise 1:0.2-1
rofi 2.0.0-1
rtkit 0.14-1
rubberband 4.0.0-2
runc 1.4.2-1
sbc 2.2-1
sdbus-cpp 2.3.1-1
sdl2-compat 2.32.70-1
sdl3 3.4.10-1
seabios 1.17.0-2
seatd 0.9.3-1
sed 4.10-1
semver 7.8.1-1
serd 0.32.10-1
shaderc 2026.2-1
shadow 4.18.0-1
shared-mime-info 2.4-3
simde 0.8.2-1
simdjson 1:4.6.4-1
slang 2.3.3-4
slurp 1.5.0-2
smbclient 2:4.24.3-1
snappy 1.2.2-3
sndio 1.10.0-1
sof-firmware 2025.12.2-1
solid 6.26.0-1
sonnet 6.26.0-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
source-highlight 3.1.9-18
spandsp 0.0.6-7
spdlog 1.17.0-2
speex 1.2.1-2
speexdsp 1.2.1-2
spirv-tools 1:1.4.350.0-1
sqlite 3.53.2-1
sratom 0.6.22-1
srt 1.5.5-1
starship 1.25.1-1
startup-notification 0.12-9
stress-ng 0.21.02-1
sudo 1.9.17.p2-2
svt-av1 4.1.0-1
swayimg 5.2-1
syndication 6.26.0-1
syntax-highlighting 6.26.0-1
systemd 260.2-2
systemd-libs 260.2-2
systemd-sysvcompat 260.2-2
taglib 2.3-1
talloc 2.4.4-1
tar 1.35-2
tcl 8.6.16-1
tdb 1.4.15-1
tesseract 5.5.2-1
tesseract-data-afr 2:4.1.0-5
tesseract-data-osd 2:4.1.0-5
tevent 1:0.17.1-2
texinfo 7.3-1
texlive-basic 2026.1-1
texlive-bin 2026.0-2
texlive-binextra 2026.1-1
texlive-fontsextra 2026.1-1
texlive-fontsrecommended 2026.1-1
texlive-langspanish 2026.1-1
texlive-latex 2026.1-1
texlive-latexextra 2026.1-1
texlive-latexrecommended 2026.1-1
texlive-pictures 2026.1-1
tinysparql 3.11.1-1
tk 8.6.16-1
tmux 3.6_b-2
tomlplusplus 3.4.0-2
tpm2-tss 4.1.3-1
tree 2.3.2-1
tree-sitter 0.26.9-1
tree-sitter-c 0.24.1-2
tree-sitter-lua 0.5.0-3
tree-sitter-markdown 0.5.3-2
tree-sitter-query 0.8.0-2
tree-sitter-vim 0.8.1-3
tree-sitter-vimdoc 4.1.0-2
tslib 1.24-1
ttf-fira-code 6.2-4
ttf-hack 3.003-7
ttf-jetbrains-mono 2.304-2
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-liberation 2.1.5-2
tzdata 2026b-1
uchardet 0.0.8-4
udisks2 2.11.1-2
unibilium 2.1.2-1
unrar 1:7.2.6-1
unzip 6.0-23
upower 1.91.2-1
uthash 2.3.0-3
util-linux 2.42.1-1
util-linux-libs 2.42.1-1
uv 0.11.21-1
v4l-utils 1.32.0-2
vapoursynth 76-1
vde2 2.3.3-8
vid.stab 1.1.1-2
vmaf 3.1.0-1
volume_key 0.3.12-12
vulkan-icd-loader 1.4.350.0-1
waybar 0.15.0-2
wayland 1.25.0-1
wayland-protocols 1.49-1
webkitgtk-6.0 2.52.4-1
webrtc-audio-processing-1 1.3-5
which 2.25-1
wireplumber 0.5.14-1
wl-clipboard 1:2.3.0-1
woff2 1.0.2-6
woff2-font-awesome 7.2.0-1
wofi 1.5.3-1
wolfssl 5.9.1-1
wpa_supplicant 2:2.11-5
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-errors 1.0.1-2
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xdg-dbus-proxy 0.1.7-1
xdg-desktop-portal 1.22.0-1
xdg-desktop-portal-gtk 1.15.3-1
xdg-desktop-portal-hyprland 1.3.12-2
xdg-desktop-portal-kde 6.6.5-1
xdg-user-dirs 0.20-1
xdg-utils 1.2.1-2
xkeyboard-config 2.47-1
xorg-fonts-encodings 1.1.0-2
xorg-server-common 21.1.23-1
xorg-setxkbmap 1.3.5-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.5.0-1
xorg-xmessage 1.0.7-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.4-1
xorg-xrdb 1.2.2-2
xorg-xwayland 24.1.12-1
xorgproto 2025.1-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.3-1
yyjson 0.12.0-1
zathura 2026.05.20-1
zathura-pdf-mupdf 2026.05.10-3
zeromq 4.3.5-3
zimg 3.0.6-1
zint 2.16.0-2
zip 3.0-13
zix 0.8.0-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zram-generator 1.2.1-1
zstd 1.5.7-3
zxing-cpp 3.0.2-1
zziplib 0.13.80-1
